lat,lon,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11
31.5,80.625,-293.3026,-293.64630999999997,-289.30423999999994,-282.8488,-279.16819999999996,-276.20154999999994,-270.95691999999997,-271.80366,-274.41931999999997,-279.7052699999999,-286.37116999999995
31.5,81.25,-295.29792,-294.84506,-290.5726599999999,-284.56559999999996,-279.73801999999995,-276.76261999999997,-271.65122999999994,-272.81992999999994,-275.26233999999994,-280.86084999999997,-288.22288
32.0,72.5,-265.32009999999997,-264.88559999999995,-259.29756,-254.13569999999993,-247.49011999999993,-241.78885999999994,-242.14239999999995,-245.30762999999996,-247.07047999999998,-252.00827999999996,-257.5728
32.0,73.125,-265.70645999999994,-265.27057999999994,-259.67774999999995,-254.11875999999995,-248.07959999999997,-242.06539999999995,-242.44229999999993,-245.65539999999993,-247.45539999999994,-252.49292999999994,-258.24989999999997
32.0,73.75,-266.07715999999994,-264.89273999999995,-259.90556,-254.28177999999997,-248.26254999999998,-242.27167999999995,-243.55722999999995,-246.16349999999994,-248.21942999999993,-252.94956999999994,-258.20847999999995
32.0,74.375,-266.37037,-264.25803999999994,-259.79807999999997,-254.14481999999998,-247.99442999999997,-242.35135999999994,-244.01941999999997,-246.35779999999994,-248.33194999999995,-252.76459999999997,-257.72589999999997
32.0,75.0,-266.14005999999995,-263.34169999999995,-258.81204999999994,-253.43491999999998,-247.69425999999993,-242.65604999999994,-244.27999999999997,-246.51932999999997,-248.38245999999998,-252.29962999999998,-256.78659999999996
32.0,75.625,-264.73819999999995,-262.51544999999993,-257.97043999999994,-252.84609999999998,-247.56522999999993,-243.70447999999993,-244.99573999999996,-247.04049999999995,-248.43402999999995,-251.51886999999994,-255.86809999999997
32.0,76.25,-265.95255999999995,-266.30506999999994,-262.1110699999999,-257.55418,-252.31977999999998,-249.20551999999998,-249.18069999999994,-250.72873999999996,-251.78219999999993,-254.78324999999995,-258.44803999999993
32.0,76.875,-273.02277999999995,-276.69455999999997,-271.7364299999999,-266.25992999999994,-261.70484999999996,-258.47739999999993,-256.37399999999997,-256.99309999999997,-258.51449999999994,-262.13077999999996,-265.23449999999997
32.0,77.5,-286.73429999999996,-290.8132999999999,-284.66234,-279.60939999999994,-274.77919999999995,-271.11215999999996,-266.72354999999993,-266.62226999999996,-269.6611,-274.05487999999997,-278.0798
32.0,78.125,-291.27252999999996,-296.33389,-290.99307999999996,-284.90909999999997,-279.51895999999994,-275.19345999999996,-270.36756999999994,-270.198,-273.59867999999994,-277.81366999999995,-283.03849999999994
32.0,78.75,-289.80839999999995,-295.62267999999995,-290.27512999999993,-282.02381999999994,-277.73483999999996,-274.79547999999994,-269.63104999999996,-269.65491999999995,-273.05432999999994,-277.83325999999994,-282.2485
32.0,79.375,-290.45039999999995,-292.73807999999997,-288.23072999999994,-280.7988399999999,-277.82221999999996,-274.78461999999996,-269.73981999999995,-269.92204,-273.2173599999999,-278.42621999999994,-283.36414999999994
